data_captura,data_referencia,NOME DO CONGLOMERADO,CLASSE DO CONGLOMERADO,CNPJ PARTICIPANTE,NOME DO PARTICIPANTE,TIPO PARTICIPAÇÃO,DATA INÍCIO,UF
2026-07-08,2026-06-01,BCO DO EST. DE SE S.A. - PRUDENCIAL,Público Federal,5288-30-33,BES CARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - CREDITO PESSOAL,PARTICIPANTE,2023-12-11,
2026-07-08,2026-06-01,BCO DO EST. DE SE S.A. - PRUDENCIAL,Público Federal,0356-41-13,FUNDO DE INVESTIMENTO MULTIMERCADO MERCATTO ATALAIA,PARTICIPANTE,2014-01-31,RJ
2026-07-08,2026-06-01,BCO DO EST. DE SE S.A. - PRUDENCIAL,Público Federal,2949-40-26,MULVI FIDC RESPONSABILIDADE LIMITADA - ARRANJO DE PAGAMENTOS,PARTICIPANTE,2019-01-31,
2026-07-08,2026-06-01,BCO DO EST. DE SE S.A. - PRUDENCIAL,Público Federal,0384-74-13,MULVI INSTITUICAO DE PAGAMENTO S.A.,PARTICIPANTE,2014-01-31,SE
2026-07-08,2026-06-01,BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL,Público Federal,0723-73-73,BANCO DO NORDESTE DO BRASIL S.A.,LIDER/HOLDING,2014-01-02,CE
2026-07-08,2026-06-01,BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL,Público Federal,4565-43-28,VINCI CREDITO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,PARTICIPANTE,2022-11-07,RJ
2026-07-08,2026-06-01,BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL,Público Federal,5610-59-99,VINCI CREDITO INFRA II MASTER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,PARTICIPANTE,2024-07-25,RJ
2026-07-08,2026-06-01,BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL,Público Federal,4591-20-93,VINCI CREDITO INFRA MASTER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,PARTICIPANTE,2022-11-04,RJ
2026-07-08,2026-06-01,BCO FIBRA S.A. - PRUDENCIAL,Privado Nacional,5861-64-18,BANCO FIBRA S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,BCO FIBRA S.A. - PRUDENCIAL,Privado Nacional,0601-80-00,FIBRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BCO FIBRA S.A. - PRUDENCIAL,Privado Nacional,6354-48-08,FIBRA EXA RED HEIFER TERRAS BRASIL I FIAGRO - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-12-01,RJ
2026-07-08,2026-06-01,BCO FIBRA S.A. - PRUDENCIAL,Privado Nacional,6344-97-86,FIBRA GOLEM D360 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO CR,PARTICIPANTE,2025-12-01,SP
2026-07-08,2026-06-01,BCO FIBRA S.A. - PRUDENCIAL,Privado Nacional,6232-31-95,FIBRA RUBICON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,PARTICIPANTE,2026-02-28,
2026-07-08,2026-06-01,BCO GUANABARA S.A. - PRUDENCIAL,Privado Nacional,3188-08-26,BANCO GUANABARA S.A.,LIDER/HOLDING,2014-01-02,RJ
2026-07-08,2026-06-01,BCO GUANABARA S.A. - PRUDENCIAL,Privado Nacional,5741-21-95,BG PEGASO EMPREENDIMENTO IMOBILIARIO LTDA,PARTICIPANTE,2024-12-30,RJ
2026-07-08,2026-06-01,BCO GUANABARA S.A. - PRUDENCIAL,Privado Nacional,1493-89-74,BGI ADMINISTRADORA DE RECURSOS DE TERCEIROS LTDA.,PARTICIPANTE,2019-12-01,RJ
2026-07-08,2026-06-01,BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,Privado Nacional,6051-82-22,BANCO SUMITOMO MITSUI BRASILEIRO S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,Privado Nacional,,SMBCB OFFSHORE FUND I,PARTICIPANTE,2020-01-23,
2026-07-08,2026-06-01,BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,Privado Nacional,3428-65-06,SMBCB ONSHORE FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR LONGO PRAZO - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2019-12-12,RJ
2026-07-08,2026-06-01,BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,Privado Nacional,0321-57-90,BANCO TOYOTA DO BRASIL S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL,Privado Nacional,4370-72-03,TOYOTA ADMINISTRADORA DE CONSÓRCIOS DO BRASIL LTDA.,PARTICIPANTE,2021-09-22,SP
2026-07-08,2026-06-01,BCO TRIANGULO S.A. - PRUDENCIAL,Privado Nacional,1735-11-80,BANCO TRIANGULO S.A.,LIDER/HOLDING,2014-01-02,MG
2026-07-08,2026-06-01,BCO TRIANGULO S.A. - PRUDENCIAL,Privado Nacional,0142-15-61,TRIANGULO PARTICIPACOES E SERVICOS LTDA,PARTICIPANTE,2026-04-07,MG
2026-07-08,2026-06-01,BCO TRIANGULO S.A. - PRUDENCIAL,Privado Nacional,2799-14-50,TRIPAG MEIOS DE PAGAMENTO LTDA,PARTICIPANTE,2018-04-30,MG
2026-07-08,2026-06-01,BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,Público Federal,9281-65-60,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,LIDER/HOLDING,2014-01-02,RS
2026-07-08,2026-06-01,BD REGIONAL DO EXTREMO SUL - PRUDENCIAL,Público Federal,0569-88-39,BB POLO 27 FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO,PARTICIPANTE,2014-01-02,RJ
2026-07-08,2026-06-01,BECKER FINANCEIRA S.A. - CFI - PRUDENCIAL,Privado Nacional,2044-39-96,"BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",LIDER,2015-04-01,RS
2026-07-08,2026-06-01,BECKER FINANCEIRA S.A. - CFI - PRUDENCIAL,Privado Nacional,0382-82-78,ADMINISTRADORA DE CONSÓRCIOS BECKER LTDA.,PARTICIPANTE,2025-01-31,RS
2026-07-08,2026-06-01,BMG - PRUDENCIAL,Privado Nacional,6118-66-80,BANCO BMG S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,BMG - PRUDENCIAL,Privado Nacional,4226-53-17,ATACADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,PARTICIPANTE,2022-09-30,
2026-07-08,2026-06-01,BMG - PRUDENCIAL,Privado Nacional,5058-50-90,BANCO BMG CONSIGNADO S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BMG - PRUDENCIAL,Privado Nacional,6242-19-79,BANCO BMG SOLUÇÕES FINANCEIRAS S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BMG - PRUDENCIAL,Privado Nacional,3426-55-61,BMG LEASING S.A. ARRENDAMENTO MERCANTIL,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BMG - PRUDENCIAL,Privado Nacional,0803-02-15,BMG S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BMG - PRUDENCIAL,Privado Nacional,2713-78-79,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS CARTOES CONSIGNADOS I,PARTICIPANTE,2024-03-31,SP
2026-07-08,2026-06-01,BMG - PRUDENCIAL,Privado Nacional,3552-21-78,COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS CARTOES CONSIGNADOS II,PARTICIPANTE,2021-04-30,SP
2026-07-08,2026-06-01,BMG - PRUDENCIAL,Privado Nacional,4678-36-77,RETAIL FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,PARTICIPANTE,2022-10-31,SP
2026-07-08,2026-06-01,BMG - PRUDENCIAL,Privado Nacional,4350-86-34,ROMEU FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,PARTICIPANTE,2021-11-30,RJ
2026-07-08,2026-06-01,BMG - PRUDENCIAL,Privado Nacional,4373-71-17,VERT COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,PARTICIPANTE,2024-05-01,SP
2026-07-08,2026-06-01,BMP SCMEPP LTDA - PRUDENCIAL,Privado Nacional,1158-13-39,BMP SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,BMP SCMEPP LTDA - PRUDENCIAL,Privado Nacional,3433-77-07,BMP SOCIEDADE DE CRÉDITO DIRETO S.A,PARTICIPANTE,2019-06-07,SP
2026-07-08,2026-06-01,BMW - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0445-24-73,"BMW FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,BMW - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0291-50-38,BMW ACQUISITIONS LTDA.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BMW - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,6087-29-83,BMW LEASING DO BRASIL S.A. - ARRENDAMENTO MERCANTIL,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BNDES - PRUDENCIAL,Público Federal,3365-72-48,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL,LIDER/HOLDING,2014-01-02,RJ
2026-07-08,2026-06-01,BNDES - PRUDENCIAL,Público Federal,3366-05-64,AGENCIA ESPECIAL DE FINANCIAMENTO INDUSTRIAL FINAME,PARTICIPANTE,2020-07-01,RJ
2026-07-08,2026-06-01,BNDES - PRUDENCIAL,Público Federal,1031-94-29,BB GAIA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,PARTICIPANTE,2020-07-01,RJ
2026-07-08,2026-06-01,BNDES - PRUDENCIAL,Público Federal,1842-85-56,BB GAIA II FUNDO DE INVESTIMENTO EM COTAS DE FIF RF RESP LIMITADA,PARTICIPANTE,2020-09-30,RJ
2026-07-08,2026-06-01,BNDES - PRUDENCIAL,Público Federal,5168-17-97,BB GAIA III RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FIF RESPONSABILIDADE LIMITADA,PARTICIPANTE,2023-12-31,RJ
2026-07-08,2026-06-01,BNDES - PRUDENCIAL,Público Federal,0038-32-81,BNDES PARTICIPACOES SA BNDESPAR,PARTICIPANTE,2020-07-01,RJ
2026-07-08,2026-06-01,BNDES - PRUDENCIAL,Público Federal,0902-89-16,FUNDO DE INVESTIMENTO EM PARTICIPACOES CRIATEC CAPITAL SEMENTE - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-07-31,SP
2026-07-08,2026-06-01,BNDES - PRUDENCIAL,Público Federal,1652-45-88,FUNDO DE INVESTIMENTO EM PARTICIPACOES FIMA MULTIESTRATEGIA RESP LIMITADA,PARTICIPANTE,2021-06-30,SP
2026-07-08,2026-06-01,BNDES - PRUDENCIAL,Público Federal,1354-95-62,FUNDO DE INVESTIMENTOS EM PARTICIPACOES MULTIESTRATEGIA NA AMAZONIA - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2021-06-30,SP
2026-07-08,2026-06-01,BNP PARIBAS - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0152-23-68,BANCO BNP PARIBAS BRASIL S.A.,LIDER,2014-01-02,SP
2026-07-08,2026-06-01,BNP PARIBAS - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5997-19-67,BNP PARIBAS BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,PARTICIPANTE,2026-03-02,SP
2026-07-08,2026-06-01,BNP PARIBAS - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0877-19-75,BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,PARTICIPANTE,2014-01-02,
2026-07-08,2026-06-01,BNY MELLON - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,4227-25-26,BNY MELLON BANCO S.A.,LIDER,2014-01-02,RJ
2026-07-08,2026-06-01,BNY MELLON - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0220-15-01,BNY MELLON SERVIÇOS FINANCEIROS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2014-01-02,RJ
2026-07-08,2026-06-01,BOCOM - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,1511-43-66,BANCO BOCOM BBM S.A.,LIDER,2017-02-21,BA
2026-07-08,2026-06-01,BOCOM - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,1521-31-50,BOCOM BBM CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2017-02-21,BA
2026-07-08,2026-06-01,BOCOM - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,,HAITAN FUND,PARTICIPANTE,2018-03-01,
2026-07-08,2026-06-01,BOCOM - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,2904-59-66,JIANG FIF - CI MULTIMERCADO CREDITO PRIVADO - RESP LIMITADA,PARTICIPANTE,2018-03-01,SP
2026-07-08,2026-06-01,BOCOM - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,,TAI YANG FUND,PARTICIPANTE,2018-12-05,
2026-07-08,2026-06-01,BOCOM - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0890-11-79,THE SOUTHERN ATLANTIC INVESTMENTS LTD,PARTICIPANTE,2017-08-01,
2026-07-08,2026-06-01,BOFA MERRILL LYNCH - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,6207-32-00,BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,BOFA MERRILL LYNCH - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0267-05-90,MERRILL LYNCH S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BR PARTNERS - PRUDENCIAL,Privado Nacional,1322-04-93,BR PARTNERS BANCO DE INVESTIMENTO S.A.,LIDER,2014-01-02,SP
2026-07-08,2026-06-01,BR PARTNERS - PRUDENCIAL,Privado Nacional,,BR PARTNERS CAPITAL,PARTICIPANTE,2020-08-17,
2026-07-08,2026-06-01,BR PARTNERS - PRUDENCIAL,Privado Nacional,1261-05-61,TOTAL FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR - CRÉDITO PRIVADO,PARTICIPANTE,2020-08-17,
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6074-69-48,BANCO BRADESCO S.A.,LIDER,2014-01-02,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,2276-00-51,ALPHA FIF RENDA FIXA REFERENCIADO DI CREDITO PRIVADO DE RESPONSABILIDADE LIMITADA,PARTICIPANTE,2017-05-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,0357-24-12,ALVORADA COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,PARTICIPANTE,2014-01-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,0233-59-40,ATLANTICA EMPREENDIMENTOS IMOBILIARIOS LTDA,PARTICIPANTE,2017-03-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6055-31-76,B-INDEX ETF CONNECT CHINA AMC CHINEXT FUNDO DE INDICE - RESP LIMITADA,PARTICIPANTE,2025-09-30,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6002-38-16,B-INDEX ETF CONNECT CHINA UNIVERSAL CSI 300 FUNDO DE INDICE - RESP LIMITADA,PARTICIPANTE,2025-09-30,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,0418-47-79,BANCO BRADESCARD S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,0627-14-64,BANCO BRADESCO BBI S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,3314-73-15,BANCO BRADESCO BERJ S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,0720-79-96,BANCO BRADESCO FINANCIAMENTOS S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,2709-80-60,BANCO DIGIO S.A.,PARTICIPANTE,2022-06-28,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,9188-49-81,BANCO JOHN DEERE S.A.,PARTICIPANTE,2025-02-28,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,3325-43-19,BANCO LOSANGO S.A. - BANCO MÚLTIPLO,PARTICIPANTE,2016-07-01,RJ
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6752-92-89,BANKPAR CONSULTORIA E SERVICOS LTDA.,PARTICIPANTE,2017-03-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,0729-94-80,BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,0006-66-70,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,1501-17-19,BITZ INSTITUICAO DE PAGAMENTO S.A.,PARTICIPANTE,2020-02-29,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,5256-88-21,BRADESCO ADMINISTRADORA DE CONSÓRCIOS LTDA.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,4498-18-97,BRADESCO ALOCACAO SISTEMATICA BRASIL FI FINANCEIRO - CIC RF - RESP LIMITADA,PARTICIPANTE,2023-05-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6343-82-45,BRADESCO AQUAMARINE INFRA ATIVO FIF - CIC RF INCENTIVADO DE INVESTIMENTO EM INFRA LP RESP LIMITADA,PARTICIPANTE,2025-10-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6668-82-09,BRADESCO CA PORTFOLIO INTERNACIONAL FIF CI EM COTAS MULTIMERCADO RESP LIMITADA,PARTICIPANTE,2026-05-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,4430-22-38,BRADESCO CARTEIRA ARROJADA FIF - CIC DE CI MULT - RESP LIMITADA,PARTICIPANTE,2021-12-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,4430-22-83,BRADESCO CARTEIRA MODERADA FIF - CLASSE  DE INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2021-12-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,2021-69-77,BRADESCO CDI MAIS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,PARTICIPANTE,2015-08-30,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6394-95-58,BRADESCO CDI MAIS II FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - RESP LIMITADA,PARTICIPANTE,2025-12-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,2475-24-77,BRADESCO CONSERVATIVE FI FINANCEIRO - CI MULT - RESP LIMITADA,PARTICIPANTE,2024-07-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6307-39-19,BRADESCO DANA FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2026-01-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,4287-85-89,BRADESCO DANUBIO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO - RESP  LIMITADA,PARTICIPANTE,2025-12-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6587-35-65,BRADESCO EXPLORER EVOLUTION FIF - CLASSE DE INVESTIMENTO MULTIMERCADO RESP LIMITADA,PARTICIPANTE,2026-05-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,5053-10-46,BRADESCO FC DE FIF RF CRED PRIV BONDS CORPORATIVOS BRASIL BRL - RESP LIMITADA,PARTICIPANTE,2024-12-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,0522-24-48,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA GALÁXIA,PARTICIPANTE,2014-01-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,0705-80-57,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR ANDRâMEDA,PARTICIPANTE,2014-01-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,0687-78-63,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO PIONEIRO,PARTICIPANTE,2014-01-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,0484-16-51,BRADESCO FUNDO DE INVESTIMENTO REFERENCIADO DI PERFORMANCE,PARTICIPANTE,2014-01-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,0097-00-74,BRADESCO FUNDO DE INVESTIMENTO REFERENCIADO DI UNIÇO,PARTICIPANTE,2014-01-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,5099-14-21,BRADESCO HOLDING DE INVESTIMENTOS S.A.,PARTICIPANTE,2014-05-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,4427-37-76,BRADESCO IDKA IPCA 2 FI FINANCEIRO - CIC RF - RESP LIMITADA,PARTICIPANTE,2023-09-29,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,4917-31-11,BRADESCO IDKA IPCA 5 FI FINANCEIRO - CIC RF - RESP LIMITADA,PARTICIPANTE,2023-09-29,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,4917-67-65,BRADESCO IDKA PRE 5 FI FINANCEIRO - CIC RF - RESP LIMITADA,PARTICIPANTE,2024-09-30,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,4750-91-20,BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6095-60-73,BRADESCO MAN AHL SISTEMATICO GLOBAL INVESTIMENTO NO EXTERIOR BRL FIF - CIC MULT - RESP LIMITADA,PARTICIPANTE,2025-06-30,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6006-00-70,BRADESCO MERCURIUS FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-11-28,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,1501-13-36,BRADESCO PARTICIPACOES FINANCEIRAS SA,PARTICIPANTE,2025-04-30,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6254-77-78,BRADESCO PORTFOLIO ESTRUTURADO FIF - CI MULTIMERCADO - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-11-28,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6278-76-64,BRADESCO PORTFOLIO INSTITUCIONAL FIF - CIC EM ACOES - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-11-28,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,2021-63-11,BRADESCO RF GLOBAL FIF - CI MULTIMERCADO CREDITO PRIVADO - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2015-10-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,2021-69-54,BRADESCO RFI FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,PARTICIPANTE,2015-08-30,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,1058-12-20,BRADESCO RV - GLOBAL FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,PARTICIPANTE,2015-01-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,1058-11-96,BRADESCO RV LOCAL FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,PARTICIPANTE,2015-01-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6185-50-45,BRADESCO S.A. CORRETORA DE TITULOS E VALORES MOBILIARIOS,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6453-70-19,BRADESCO SOBERANO INSTITUCIONAL FIF - CIC RENDA FIXA REFERENCIADO DI - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2026-01-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,5449-69-27,BRADESCO TAMISA FIF - CLASSE  DE INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2026-03-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6521-80-33,BRADESCO VERTICE 2030 FIF - CLASSE DE INVESTIMENTO RENDA FIXA - RESP LIMITADA,PARTICIPANTE,2026-03-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,5822-92-46,BRADESCO-KIRTON CORRETORA DE CÂMBIO S.A.,PARTICIPANTE,2016-07-01,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,4287-85-56,BRAM DANUBIO FIF - CLASSE DE INVESTIMENTO RF LP - RESP LIMITADA,PARTICIPANTE,2024-11-29,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,4896-13-58,BRAM ENDURANCE FI FINANCEIRO - CI MULT - RESP LIMITADA,PARTICIPANTE,2025-09-30,SP
